_id.courseId,_id.sectionId,_id.unitId,_id.%_complete,count
56,4,13,60,10
56,4,13,70,8
56,4,13,80,8
56,4,13,90,7
56,4,13,100,2
56,4,7,10,12
56,4,7,20,8
56,4,7,30,9
56,4,7,40,9
56,4,7,50,7
56,4,7,60,7
56,4,7,70,8
56,4,7,80,7
56,4,7,90,7
56,4,7,100,7
56,5,1,10,12
56,5,1,20,11
56,5,1,30,10
56,5,1,40,9
56,5,1,50,8
56,5,1,60,10
56,5,1,70,9
56,5,1,80,7
56,5,1,90,8
56,5,1,100,6
57,1,1,10,897
57,1,1,20,783
57,1,1,30,724
57,1,1,40,687
57,1,1,50,663
57,1,1,60,638
57,1,1,70,626
57,1,1,80,618
57,1,1,90,605
57,1,1,100,602
57,1,10,10,260
57,1,10,20,253
57,1,10,30,236
57,1,10,40,236
57,1,10,50,228
57,1,10,60,226
57,1,10,70,226
57,1,10,80,228
57,1,10,90,229
57,1,10,100,216
57,1,2,10,588
57,1,2,20,551
57,1,2,30,546
57,1,2,40,532
57,1,2,50,516
57,1,2,60,505
57,1,2,70,491
57,1,2,80,484
57,1,2,90,487
57,1,2,100,488
57,1,5,10,476
57,1,5,20,456
57,1,5,30,452
57,1,5,40,443
57,1,5,50,433
57,1,5,60,425
57,1,5,70,427
57,1,5,80,420
57,1,5,90,422
57,1,5,100,418
57,2,3,10,218
57,2,3,20,212
57,2,3,30,209
57,2,3,40,208
57,2,3,50,203
57,2,3,60,201
57,2,3,70,203
57,2,3,80,200
57,2,3,90,198
57,2,3,100,182
57,2,7,10,220
57,2,7,20,210
57,2,7,30,206
57,2,7,40,200
57,2,7,50,191
57,2,7,60,191
57,2,7,70,190
57,2,7,80,184
57,2,7,90,182
57,2,7,100,166
57,3,5,10,179
57,3,5,20,177
57,3,5,30,173
57,3,5,40,169
57,3,5,50,169
57,3,5,60,164
57,3,5,70,163
57,3,5,80,164
57,3,5,90,161
57,3,5,100,147
57,4,1,10,192
57,4,1,20,189
57,4,1,30,181
57,4,1,40,180
57,4,1,50,174
57,4,1,60,170
57,4,1,70,164
57,4,1,80,160
57,4,1,90,158
57,4,1,100,122
57,4,9,10,143
57,4,9,20,140
57,4,9,30,139
57,4,9,40,138
57,4,9,50,133
57,4,9,60,132
57,4,9,70,127
57,4,9,80,125
57,4,9,90,129
57,4,9,100,98
57,5,1,10,102
57,5,1,20,96
57,5,1,30,93
57,5,1,40,91
57,5,1,50,88
57,5,1,60,91
57,5,1,70,89
57,5,1,80,87
57,5,1,90,89
57,5,1,100,88
58,1,1,10,96
58,1,1,20,91
58,1,1,30,83
58,1,1,40,76
58,1,1,50,68
58,1,1,60,70
58,1,1,70,66
58,1,1,80,65
58,1,1,90,60
58,1,1,100,57
58,1,11,10,20
58,1,11,20,20
58,1,11,30,20
58,1,11,40,20
58,1,11,50,19
58,1,11,60,19
58,1,11,70,19
58,1,11,80,19
58,1,11,90,19
58,1,11,100,19
58,1,2,10,67
58,1,2,20,67
58,1,2,30,64
58,1,2,40,63
58,1,2,50,59
58,1,2,60,58
58,1,2,70,55
58,1,2,80,53
58,1,2,90,52
58,1,2,100,49
58,1,5,10,50
58,1,5,20,49
58,1,5,30,47
58,1,5,40,46
58,1,5,50,42
58,1,5,60,42
58,1,5,70,37
58,1,5,80,36
58,1,5,90,36
58,1,5,100,33
58,2,1,10,17
58,2,1,20,17
58,2,1,30,17
58,2,1,40,17
58,2,1,50,17
58,2,1,60,17
58,2,1,70,17
58,2,1,80,17
58,2,1,90,17
58,2,1,100,16
58,3,11,10,19
58,3,11,20,19
58,3,11,30,19
58,3,11,40,19
58,3,11,50,19
58,3,11,60,19
58,3,11,70,19
58,3,11,80,19
58,3,11,90,19
58,3,11,100,18
58,3,13,10,18
58,3,13,20,18
58,3,13,30,18
58,3,13,40,18
58,3,13,50,17
58,3,13,60,17
58,3,13,70,17
58,3,13,80,17
58,3,13,90,17
58,3,13,100,16
58,3,16,10,18
58,3,16,20,18
58,3,16,30,18
58,3,16,40,18
58,3,16,50,18
58,3,16,60,17
58,3,16,70,17
58,3,16,80,17
58,3,16,90,17
58,3,16,100,17
58,3,19,10,17
58,3,19,20,17
58,3,19,30,17
58,3,19,40,16
58,3,19,50,16
58,3,19,60,16
58,3,19,70,16
58,3,19,80,16
58,3,19,90,16
58,3,19,100,16
58,3,22,10,15
58,3,22,20,15
58,3,22,30,15
58,3,22,40,15
58,3,22,50,15
58,3,22,60,15
58,3,22,70,15
58,3,22,80,15
58,3,22,90,15
58,3,22,100,14
58,3,26,10,15
58,3,26,20,15
58,3,26,30,15
58,3,26,40,15
58,3,26,50,15
58,3,26,60,15
58,3,26,70,15
58,3,26,80,15
58,3,26,90,15
58,3,26,100,12
58,3,28,10,14
58,3,28,20,14
58,3,28,30,14
58,3,28,40,14
58,3,28,50,14
58,3,28,60,14
58,3,28,70,14
58,3,28,80,14
58,3,28,90,13
58,3,28,100,12
58,3,34,10,13
58,3,34,20,12
58,3,34,30,12
58,3,34,40,12
58,3,34,50,12
58,3,34,60,11
58,3,34,70,11
58,3,34,80,11
58,3,34,90,11
58,3,34,100,11
58,3,4,10,21
58,3,4,20,21
58,3,4,30,21
58,3,4,40,21
58,3,4,50,21
58,3,4,60,21
58,3,4,70,21
58,3,4,80,21
58,3,4,90,20
58,3,4,100,19
58,3,9,10,19
58,3,9,20,19
58,3,9,30,19
58,3,9,40,19
58,3,9,50,19
58,3,9,60,19
58,3,9,70,19
58,3,9,80,19
58,3,9,90,19
58,3,9,100,18
58,4,1,10,15
58,4,1,20,14
58,4,1,30,14
58,4,1,40,14
58,4,1,50,14
58,4,1,60,13
58,4,1,70,13
58,4,1,80,13
58,4,1,90,12
58,4,1,100,12
58,4,15,10,10
58,4,15,20,8
58,4,15,30,8
58,4,15,40,8
58,4,15,50,8
58,4,15,60,8
58,4,15,70,8
58,4,15,80,8
58,4,15,90,8
58,4,15,100,8
58,4,8,10,14
58,4,8,20,14
58,4,8,30,13
58,4,8,40,13
58,4,8,50,14
58,4,8,60,13
58,4,8,70,14
58,4,8,80,13
58,4,8,90,14
58,4,8,100,11
58,5,1,10,15
58,5,1,20,15
58,5,1,30,15
58,5,1,40,14
58,5,1,50,15
58,5,1,60,15
58,5,1,70,14
58,5,1,80,15
58,5,1,90,15
58,5,1,100,15
58,5,12,10,9
58,5,12,20,9
58,5,12,30,8
58,5,12,40,8
58,5,12,50,8
58,5,12,60,8
58,5,12,100,7
58,5,5,10,15
58,5,5,20,15
58,5,5,30,15
58,5,5,40,14
58,5,5,50,14
58,5,5,60,14
58,5,5,70,13
58,5,5,80,13
58,5,5,90,13
58,5,5,100,12
58,5,9,10,14
58,5,9,20,14
58,5,9,30,14
58,5,9,40,14
58,5,9,50,13
58,5,9,60,13
58,5,9,70,13
58,5,9,80,13
58,5,9,90,13
58,5,9,100,11
58,6,1,10,8
58,6,1,20,7
58,6,1,30,7
58,6,1,40,7
58,6,1,50,7
58,6,1,60,7
58,6,1,70,7
58,6,1,80,7
58,6,1,90,7
58,6,1,100,7
60,1,1,10,85
60,1,1,20,78
60,1,1,30,70
60,1,1,40,68
60,1,1,50,65
60,1,1,60,58
60,1,1,70,54
60,1,1,80,50
60,1,1,90,47
60,1,1,100,45
60,1,2,10,56
60,1,2,20,55
60,1,2,30,52
60,1,2,40,52
60,1,2,50,48
60,1,2,60,47
60,1,2,70,46
60,1,2,80,46
60,1,2,90,39
60,1,2,100,35
60,2,2,10,15
60,2,2,20,15
60,2,2,30,15
60,2,2,40,15
60,2,2,50,15
60,2,2,60,14
60,2,2,70,14
60,2,2,80,14
60,2,2,90,14
60,2,2,100,14
60,3,1,10,11
60,3,1,20,12
60,3,1,30,12
60,3,1,40,11
60,3,1,50,11
60,3,1,60,11
60,3,1,70,11
60,3,1,80,11
60,3,1,90,11
60,3,1,100,11
60,4,1,10,9
60,4,1,20,9
60,4,1,30,9
60,4,1,40,9
60,4,1,50,8
60,4,1,60,8
60,4,1,70,8
60,4,1,80,8
60,4,1,90,7
60,4,1,100,7
60,4,13,10,7
60,4,13,20,7
60,4,13,30,7
60,4,13,40,7
60,4,13,50,7
60,4,13,60,7
60,4,13,70,7
60,4,13,80,7
60,4,13,90,7
60,4,13,100,7
60,4,21,30,6
60,4,21,40,6
60,4,21,50,6
60,4,21,80,6
60,4,21,90,6
60,4,21,100,6
60,4,5,10,6
60,4,5,20,5
60,4,5,30,5
60,4,5,40,5
60,4,5,50,5
60,4,5,60,5
60,4,5,70,4
60,4,5,80,4
60,4,5,90,4
60,4,5,100,4
60,4,9,10,6
60,4,9,20,6
60,4,9,30,6
60,4,9,40,6
60,4,9,50,6
60,4,9,60,6
60,4,9,70,6
60,4,9,80,6
60,4,9,90,6
60,4,9,100,6
60,5,1,10,10
60,5,1,20,10
60,5,1,30,10
60,5,1,40,10
60,5,1,50,10
60,5,1,60,10
60,5,1,70,10
60,5,1,80,10
60,5,1,90,10
60,5,1,100,10
60,5,18,10,6
60,5,18,20,5
60,5,18,50,5
60,5,18,60,5
60,5,18,70,4
60,5,18,100,4
60,5,6,10,9
60,5,6,20,10
60,5,6,30,10
60,5,6,40,10
60,5,6,50,9
60,5,6,60,8
60,5,6,70,9
60,5,6,80,9
60,5,6,90,9
60,5,6,100,7
60,6,1,10,6
60,6,1,20,6
60,6,1,30,6
60,6,1,40,6
60,6,1,50,5
60,6,1,60,5
60,6,1,70,5
60,6,1,80,5
60,6,1,90,6
60,6,1,100,5
60,6,7,10,6
60,6,7,20,5
60,6,7,30,4
60,6,7,40,4
60,6,7,50,3
60,6,7,60,3
60,6,7,70,3
60,6,7,80,3
60,6,7,90,3
60,6,7,100,3
60,7,1,10,4
60,7,1,20,3
60,7,1,30,4
60,7,1,40,4
60,7,1,50,4
60,7,1,60,4
60,7,1,70,4
60,7,1,80,4
60,7,1,90,4
60,7,1,100,3
63,1,1,10,1014
63,1,1,20,890
63,1,1,30,796
63,1,1,40,756
63,1,1,50,721
63,1,1,60,678
63,1,1,70,656
63,1,1,80,634
63,1,1,90,625
63,1,1,100,598
63,2,1,10,525
63,2,1,20,490
63,2,1,30,470
63,2,1,40,464
63,2,1,50,459
63,2,1,60,446
63,2,1,70,446
63,2,1,80,437
63,2,1,90,433
63,2,1,100,417
63,2,4,10,397
63,2,4,20,387
63,2,4,30,376
63,2,4,40,370
63,2,4,50,360
63,2,4,60,351
63,2,4,70,334
63,2,4,80,318
63,2,4,90,318
63,2,4,100,281
63,3,1,10,290
63,3,1,20,280
63,3,1,30,266
63,3,1,40,265
63,3,1,50,258
63,3,1,60,248
63,3,1,70,245
63,3,1,80,241
63,3,1,90,246
63,3,1,100,229
63,4,1,10,206
63,4,1,20,193
63,4,1,30,191
63,4,1,40,186
63,4,1,50,180
63,4,1,60,176
63,4,1,70,171
63,4,1,80,165
63,4,1,90,161
63,4,1,100,143
63,4,8,10,130
63,4,8,20,125
63,4,8,30,117
63,4,8,40,116
63,4,8,50,111
63,4,8,60,111
63,4,8,70,109
63,4,8,80,107
63,4,8,90,104
63,4,8,100,90
63,5,1,10,100
63,5,1,20,96
63,5,1,30,93
63,5,1,40,91
63,5,1,50,92
63,5,1,60,88
63,5,1,70,88
63,5,1,80,86
63,5,1,90,88
63,5,1,100,72
63,5,10,10,1
63,5,10,20,1
63,5,10,30,1
63,5,10,40,1
63,5,10,50,1
63,5,10,60,1
63,5,10,70,1
63,5,10,80,1
63,5,10,90,2
63,5,10,100,1
63,5,9,10,83
63,5,9,20,82
63,5,9,30,77
63,5,9,40,74
63,5,9,50,73
63,5,9,60,70
63,5,9,70,67
63,5,9,80,66
63,5,9,90,65
63,5,9,100,62
63,6,1,10,81
63,6,1,20,76
63,6,1,30,71
63,6,1,40,67
63,6,1,50,68
63,6,1,60,67
63,6,1,70,68
63,6,1,80,63
63,6,1,90,62
63,6,1,100,55
63,7,1,10,105
63,7,1,20,94
63,7,1,30,88
63,7,1,40,89
63,7,1,50,86
63,7,1,60,83
63,7,1,70,81
63,7,1,80,81
63,7,1,90,88
63,7,1,100,70
66,1,1,10,1109
66,1,1,20,954
66,1,1,30,862
66,1,1,40,800
66,1,1,50,749
66,1,1,60,734
66,1,1,70,697
66,1,1,80,671
66,1,1,90,646
66,1,1,100,640
66,1,2,10,703
66,1,2,20,620
66,1,2,30,578
66,1,2,40,557
66,1,2,50,528
66,1,2,60,520
66,1,2,70,500
66,1,2,80,478
66,1,2,90,473
66,1,2,100,501
66,10,1,10,81
66,10,1,20,76
66,10,1,30,76
66,10,1,40,74
66,10,1,50,72
66,10,1,60,69
66,10,1,70,70
66,10,1,80,68
66,10,1,90,71
66,10,1,100,64
66,10,3,10,62
66,10,3,20,57
66,10,3,30,55
66,10,3,40,49
66,10,3,50,48
66,10,3,60,50
66,10,3,70,49
66,10,3,80,49
66,10,3,90,47
66,10,3,100,44
66,11,1,10,1
66,11,1,20,1
66,11,1,30,1
66,11,1,40,1
66,11,1,50,1
66,11,1,60,1
66,11,1,70,1
66,11,1,80,1
66,11,1,90,1
66,11,1,100,1
66,2,1,10,800
66,2,1,20,758
66,2,1,30,729
66,2,1,40,711
66,2,1,50,705
66,2,1,60,703
66,2,1,70,688
66,2,1,80,681
66,2,1,90,684
66,2,1,100,661
66,2,2,10,680
66,2,2,20,647
66,2,2,30,624
66,2,2,40,614
66,2,2,50,606
66,2,2,60,589
66,2,2,70,578
66,2,2,80,572
66,2,2,90,568
66,2,2,100,553
66,2,4,10,4
66,2,4,20,5
66,2,4,30,5
66,2,4,40,4
66,2,4,50,5
66,2,4,60,4
66,2,4,70,4
66,2,4,80,4
66,2,4,90,3
66,2,4,100,3
66,2,5,10,2
66,2,5,20,2
66,2,5,30,2
66,2,5,40,2
66,2,5,50,2
66,2,5,60,2
66,2,5,70,2
66,2,5,80,2
66,2,5,90,2
66,2,5,100,2
66,2,7,10,446
66,2,7,20,428
66,2,7,30,426
66,2,7,40,424
66,2,7,50,429
66,2,7,60,419
66,2,7,70,417
66,2,7,80,415
66,2,7,90,407
66,2,7,100,403
66,3,1,10,400
66,3,1,20,381
66,3,1,30,378
66,3,1,40,371
66,3,1,50,369
66,3,1,60,369
66,3,1,70,369
66,3,1,80,365
66,3,1,90,367
66,3,1,100,346
66,3,10,10,1
66,3,11,10,3
66,3,11,20,3
66,3,11,30,3
66,3,11,40,2
66,3,11,50,3
66,3,11,60,3
66,3,11,70,3
66,3,11,80,3
66,3,11,90,3
66,3,11,100,3
66,3,14,10,3
66,3,14,20,3
66,3,14,30,3
66,3,14,40,2
66,3,14,50,3
66,3,14,60,3
66,3,14,70,3
66,3,14,80,2
66,3,14,90,3
66,3,14,100,2
66,3,4,10,344
66,3,4,20,333
66,3,4,30,323
66,3,4,40,322
66,3,4,50,323
66,3,4,60,317
66,3,4,70,314
66,3,4,80,314
66,3,4,90,306
66,3,4,100,284
66,3,6,10,4
66,3,6,20,4
66,3,6,30,4
66,3,6,40,4
66,3,6,50,3
66,3,6,60,3
66,3,6,70,3
66,3,6,80,3
66,3,6,90,2
66,3,6,100,3
66,4,1,10,282
66,4,1,20,275
66,4,1,30,272
66,4,1,40,264
66,4,1,50,260
66,4,1,60,258
66,4,1,70,252
66,4,1,80,252
66,4,1,90,252
66,4,1,100,244
66,4,15,10,200
66,4,15,20,197
66,4,15,30,193
66,4,15,40,194
66,4,15,50,190
66,4,15,60,194
66,4,15,70,192
66,4,15,80,192
66,4,15,90,191
66,4,15,100,170
66,4,17,30,1
66,4,17,40,1
66,4,18,30,1
66,4,19,20,1
66,4,19,50,1
66,4,20,10,1
66,4,4,60,1
66,4,8,10,1
66,4,9,10,219
66,4,9,20,212
66,4,9,30,207
66,4,9,40,204
66,4,9,50,206
66,4,9,60,206
66,4,9,70,205
66,4,9,80,202
66,4,9,90,202
66,4,9,100,185
66,5,1,10,208
66,5,1,20,204
66,5,1,30,203
66,5,1,40,198
66,5,1,50,200
66,5,1,60,202
66,5,1,70,200
66,5,1,80,202
66,5,1,90,198
66,5,1,100,182
66,5,12,10,178
66,5,12,20,175
66,5,12,30,177
66,5,12,40,174
66,5,12,50,173
66,5,12,60,171
66,5,12,70,166
66,5,12,80,162
66,5,12,90,161
66,5,12,100,151
66,5,15,10,1
66,5,15,20,2
66,5,15,30,2
66,5,15,40,1
66,5,15,50,1
66,5,15,60,1
66,5,15,70,1
66,5,15,80,1
66,5,15,90,1
66,5,15,100,1
66,5,18,10,1
66,5,19,10,150
66,5,19,20,144
66,5,19,30,143
66,5,19,40,148
66,5,19,50,145
66,5,19,60,146
66,5,19,70,150
66,5,19,80,148
66,5,19,90,147
66,5,19,100,128
66,5,2,10,1
66,5,2,20,1
66,5,2,30,1
66,5,2,40,1
66,5,2,50,1
66,5,2,60,1
66,5,2,70,1
66,5,2,80,1
66,5,2,90,1
66,5,2,100,1
66,5,22,20,1
66,5,22,30,1
66,5,3,10,1
66,5,4,10,200
66,5,4,20,200
66,5,4,30,199
66,5,4,40,196
66,5,4,50,198
66,5,4,60,197
66,5,4,70,196
66,5,4,80,196
66,5,4,90,192
66,5,4,100,156
66,5,5,100,1
66,5,7,70,1
66,5,7,80,1
66,5,7,90,1
66,5,7,100,1
66,6,1,10,142
66,6,1,20,133
66,6,1,30,133
66,6,1,40,133
66,6,1,50,135
66,6,1,60,134
66,6,1,70,134
66,6,1,80,133
66,6,1,90,133
66,6,1,100,111
66,6,12,10,1
66,6,12,20,1
66,6,12,30,1
66,6,12,40,1
66,6,12,50,1
66,6,12,60,1
66,6,12,70,1
66,6,12,80,1
66,6,12,90,1
66,6,19,10,2
66,6,19,20,2
66,6,19,30,2
66,6,19,40,2
66,6,19,50,2
66,6,19,60,2
66,6,19,70,1
66,6,19,80,1
66,6,19,90,1
66,6,19,100,1
66,7,1,10,132
66,7,1,20,124
66,7,1,30,126
66,7,1,40,126
66,7,1,50,123
66,7,1,60,123
66,7,1,70,124
66,7,1,80,123
66,7,1,90,122
66,7,1,100,106
66,7,4,60,1
66,8,1,10,110
66,8,1,20,107
66,8,1,30,106
66,8,1,40,104
66,8,1,50,104
66,8,1,60,103
66,8,1,70,103
66,8,1,80,101
66,8,1,90,100
66,8,1,100,90
66,8,2,20,1
66,8,2,30,1
66,8,2,40,1
66,8,3,50,1
66,8,4,40,1
66,8,4,50,1
66,8,4,60,1
66,8,4,70,1
66,9,1,10,81
66,9,1,20,75
66,9,1,30,72
66,9,1,40,73
66,9,1,50,71
66,9,1,60,71
66,9,1,70,70
66,9,1,80,72
66,9,1,90,70
66,9,1,100,65
68,1,2,10,6
68,1,2,20,5
68,1,2,30,5
68,1,2,40,4
68,1,2,50,6
68,1,2,60,4
68,1,2,70,5
68,1,2,80,5
68,1,2,90,4
68,1,2,100,2
68,1,4,10,5
68,1,4,20,6
68,1,4,30,2
68,1,4,40,1
68,1,4,50,1
68,1,4,60,2
68,1,4,70,2
68,1,4,80,2
68,1,4,90,2
68,1,4,100,1
68,1,6,10,1
68,2,2,10,1
68,2,2,20,1
68,2,2,80,1
68,2,2,90,2
68,2,7,10,1
68,2,7,20,1
68,2,7,30,1
68,3,11,10,2
68,3,11,20,2
68,3,11,30,1
68,3,11,40,1
68,3,11,50,1
68,3,11,60,1
68,3,11,70,1
68,3,2,10,3
68,3,2,20,1
68,3,2,30,2
68,3,2,40,1
68,3,2,50,1
68,3,2,60,2
68,3,5,10,4
68,3,5,20,3
68,3,5,30,2
68,3,5,40,2
68,3,5,50,1
68,3,5,60,1
68,3,5,90,1
68,3,7,10,7
68,3,7,20,7
68,3,7,30,3
68,3,7,40,3
68,3,7,50,3
68,3,7,60,1
68,3,7,70,2
68,3,7,80,2
68,3,7,90,1
68,4,10,10,2
68,4,10,20,2
68,4,10,30,1
68,4,10,40,1
68,4,10,80,2
68,4,10,90,1
68,4,10,100,1
68,4,12,10,2
68,4,12,20,1
68,4,12,30,2
68,4,12,40,2
68,4,12,50,3
68,4,12,60,2
68,4,12,70,2
68,4,12,80,2
68,4,12,90,2
68,4,12,100,1
68,4,2,10,3
68,4,2,20,4
68,4,2,30,4
68,4,2,40,2
68,4,2,50,3
68,4,2,60,2
68,4,2,70,2
68,4,2,80,2
68,4,2,90,2
68,4,2,100,1
68,4,3,10,1
68,4,3,20,2
68,4,3,30,1
68,4,3,40,1
68,4,3,50,1
68,4,3,60,2
68,4,3,70,1
68,4,3,80,1
68,4,3,90,1
68,4,3,100,1
68,4,4,10,1
68,4,4,20,2
68,4,4,30,2
68,4,4,40,1
68,4,4,70,1
68,4,4,80,1
68,4,5,20,2
68,4,6,10,1
68,4,6,20,1
68,4,6,30,1
68,4,6,40,1
68,4,6,50,1
68,4,6,60,1
68,4,6,70,1
68,4,6,80,1
68,4,6,90,1
68,4,8,10,2
68,4,8,20,2
68,4,8,30,1
68,4,8,40,2
68,4,8,50,1
68,4,8,60,1
68,4,8,70,1
68,4,8,80,1
68,4,8,90,1
68,4,8,100,1
68,5,2,10,1
68,5,2,20,2
68,5,2,30,2
68,5,2,50,1
68,5,2,80,1
68,5,2,90,1
68,5,2,100,1
68,5,4,20,1
68,5,4,80,1
68,6,10,10,3
68,6,10,20,1
68,6,10,30,1
68,6,10,40,1
68,6,10,50,2
68,6,10,60,1
68,6,10,70,1
68,6,10,80,1
68,6,10,90,1
68,6,12,10,1
68,6,12,20,1
68,6,12,30,1
68,6,12,40,1
68,6,12,50,1
68,6,12,60,1
68,6,12,70,2
68,6,12,80,1
68,6,12,90,1
68,6,14,10,6
68,6,14,20,4
68,6,14,30,2
68,6,14,40,2
68,6,14,50,2
68,6,14,60,2
68,6,14,70,1
68,6,14,80,1
68,6,2,10,3
68,6,2,20,2
68,6,2,30,2
68,6,2,40,2
68,6,2,50,1
68,6,2,60,1
68,6,2,70,1
68,6,2,80,2
68,6,2,90,1
68,6,21,30,1
68,6,23,10,3
68,6,23,20,1
68,6,23,30,2
68,6,23,40,2
68,6,23,50,1
68,6,23,60,2
68,6,23,70,1
68,6,23,80,2
68,6,23,90,1
68,6,25,10,1
68,6,25,20,1
68,6,25,30,1
68,6,25,40,1
68,6,25,50,2
68,6,25,60,2
68,6,25,70,1
68,6,25,80,1
68,6,25,90,1
68,6,27,10,1
68,6,27,20,1
68,6,27,30,1
68,6,27,40,1
68,6,27,50,1
68,6,27,60,1
68,6,27,70,2
68,6,30,10,4
68,6,30,20,1
68,6,30,30,1
68,6,30,40,1
68,6,30,50,1
68,6,30,60,1
68,6,30,70,1
68,6,30,80,2
68,6,30,90,2
68,6,30,100,1
68,6,32,10,2
68,6,32,20,1
68,6,32,30,1
68,6,32,60,1
68,6,5,10,2
68,6,5,20,3
68,6,5,30,3
68,6,5,40,2
68,6,5,50,2
68,6,5,60,2
68,6,5,70,2
68,6,5,80,2
68,6,5,90,1
68,6,5,100,1
68,6,7,10,3
68,6,7,20,1
68,6,7,40,1
68,6,7,50,1
68,6,7,60,1
68,6,7,70,1
68,6,7,80,1
68,6,7,90,1
68,7,2,10,1
68,7,2,30,1
68,7,2,60,1
68,8,1,10,5
68,8,1,20,5
68,8,1,30,3
68,8,1,40,3
68,8,1,50,3
68,8,1,60,2
68,8,1,70,2
68,8,1,80,2
68,8,1,90,3
68,8,1,100,1
68,8,4,10,3
68,8,4,20,2
68,8,4,30,4
68,8,4,40,4
68,8,4,50,1
68,8,4,60,1
68,8,4,70,2
68,8,4,80,1
68,8,4,90,1
68,8,4,100,1
68,8,6,10,1
68,8,6,20,1
69,2,1,100,1
69,4,1,10,1
69,4,1,20,1
69,4,1,30,1
69,4,1,40,1
69,4,1,50,1
69,4,1,60,1
69,4,1,70,1
69,4,1,80,1
69,4,1,90,1
69,4,1,100,1
69,4,11,10,1
69,6,1,10,1
69,6,1,20,1
69,6,1,30,1
69,6,1,40,1
69,6,1,50,1
69,6,1,60,1
69,6,1,70,1
69,6,1,80,1
69,6,1,90,1
69,6,1,100,1